1754373285245,1,42.389481,-71.202698,0.0
1754373286252,1,42.389481,-71.202698,0.0
1754373287234,1,42.389481,-71.202698,0.0
1754373288252,1,42.389481,-71.202698,0.0
1754373289234,1,42.389496,-71.202698,0.0
1754373290234,1,42.389496,-71.202728,0.0
1754373291234,1,42.389496,-71.202728,0.0
1754373292234,1,42.389511,-71.202728,0.0
1754373293263,1,42.389511,-71.202728,0.0
1754373294244,1,42.389511,-71.202728,0.0
1754373295234,1,42.389511,-71.202728,0.0
1754373296234,1,42.389511,-71.202728,0.0
1754373297234,1,42.389526,-71.202728,0.0
1754373298255,1,42.389526,-71.202728,0.0
1754373299236,1,42.389526,-71.202728,0.0
1754373300236,1,42.389542,-71.202728,0.0
1754373301236,1,42.389542,-71.202728,0.0
1754373302234,1,42.389542,-71.202728,0.0
1754373306235,1,42.389542,-71.202728,0.0
1754373307245,1,42.389542,-71.202698,0.0
1754373308244,1,42.389526,-71.202698,0.0
1754373309253,1,42.389511,-71.202698,0.0
1754373310234,1,42.389496,-71.202698,0.0
1754373311234,1,42.389496,-71.202728,0.0
1754373312234,1,42.389496,-71.202698,0.0
1754373313234,1,42.389496,-71.202698,0.0
1754373314253,1,42.389511,-71.202728,0.0
1754373315234,1,42.389496,-71.202728,0.0
1754373316255,1,42.389496,-71.202728,0.0
1754373317237,1,42.389496,-71.202728,0.0
1754373319265,1,42.389511,-71.202728,0.0
1754373320244,1,42.389496,-71.202728,0.0
1754373321234,1,42.389496,-71.202728,0.0
1754373322233,1,42.389496,-71.202728,0.0
1754373323236,1,42.389511,-71.202728,0.0
1754373324255,1,42.389511,-71.202728,0.0
1754373325237,1,42.389526,-71.202728,0.0
1754373326235,1,42.389526,-71.202698,0.0
1754373327234,1,42.389526,-71.202698,0.0
1754373328234,1,42.389526,-71.202698,0.0
1754373329253,1,42.389542,-71.202698,0.0
1754373330244,1,42.389542,-71.202698,0.0
1754373331244,1,42.389542,-71.202698,0.0
1754373332235,1,42.389526,-71.202728,32.17
1754373333235,1,42.389511,-71.202728,34.71
1754373334254,1,42.389481,-71.202728,36.49
1754373335234,1,42.389481,-71.202728,36.18
1754373336235,1,42.389481,-71.202728,37.77
1754373337234,1,42.389481,-71.202728,37.12
1754373338235,1,42.389481,-71.202728,47.54
1754373339254,1,42.389481,-71.202728,51.07
1754373340235,1,42.389481,-71.202728,50.67
1754373341265,1,42.389481,-71.202728,50.11
1754373342245,1,42.389481,-71.202728,59.19
1754373343235,1,42.389481,-71.202728,55.69
1754373344234,1,42.389481,-71.202728,0.0
1754373345234,1,42.389465,-71.202698,0.0
1754373346254,1,42.389465,-71.202698,0.0
1754373348733,1,42.389465,-71.202698,0.0
1754373350235,1,42.389481,-71.202698,0.0
1754373351254,1,42.389481,-71.202698,0.0
1754373352235,1,42.389481,-71.202698,0.0
1754373353235,1,42.389496,-71.202698,0.0
1754373354245,1,42.389496,-71.202698,0.0
1754373355245,1,42.389496,-71.202698,0.0
1754373356254,1,42.389481,-71.202698,0.0
1754373357234,1,42.389496,-71.202698,0.0
1754373358253,1,42.389496,-71.202698,0.0
1754373359234,1,42.389496,-71.202698,0.0
1754373360236,1,42.389496,-71.202698,8.78
1754373361234,1,42.389496,-71.202698,0.0
1754373362234,1,42.389496,-71.202698,0.0
1754373365117,1,42.389496,-71.202698,42.27
1754373366235,1,42.389496,-71.202698,68.7
1754373367245,1,42.389496,-71.202698,69.89
1754373368264,1,42.389496,-71.202698,70.61
1754373370244,1,42.389511,-71.202698,39.53
1754373375254,1,42.389603,-71.202698,27.57
1754373376234,1,42.389725,-71.202606,12.17
1754373378234,1,42.38974,-71.202606,0.0
1754373379234,1,42.389755,-71.202576,0.0
1754373380254,1,42.389755,-71.202576,0.0
